"1024B","128B","12B"
9.17037,13.77294,16.96798
7.91268,14.6952,15.35643
13.10921,15.54133,14.94054
10.88852,12.84348,13.33697
8.39586,15.10655,14.20324
11.6796,11.99741,13.73951
17.49301,17.24375,14.81499
9.27576,12.53279,13.0272
15.45102,17.06731,18.66353
10.16807,13.06122,14.9526
12.4266,13.53358,14.21658
9.15334,13.71313,16.58633
8.00293,14.31565,15.73056
10.17058,12.26574,12.77566
12.20234,12.02559,13.93489
8.20188,13.80544,17.43565
11.84856,13.82905,14.59331
12.80843,12.13113,16.12883
9.84154,13.30388,13.78581
8.03429,13.67221,13.3194
9.50574,13.90294,17.04467
9.74299,13.37428,14.40756
9.40185,12.70738,13.79698
11.29494,12.48269,12.88714
9.99885,14.41703,14.38636
7.94133,14.52824,14.35713
11.8683,11.93909,16.68954
10.79648,15.49004,18.61979
9.67808,12.21191,13.82934
11.15368,11.87798,13.88172
14.01109,11.68595,12.31152
9.86842,14.75082,13.97787
8.70385,12.05386,15.35905
9.41209,17.63038,24.47004
8.48488,11.95871,13.55758
8.20923,11.76083,14.25642
11.25021,11.70828,17.10427
10.68828,13.29569,12.83587
8.3721,13.58046,13.81423
10.04037,12.263,15.41908
11.12627,12.80559,13.7799
8.01018,12.33337,13.37651
11.68324,12.05058,14.71547
10.51686,15.12705,18.8614
8.50272,12.08221,16.90277
9.19631,13.13156,13.0115
9.13516,12.66035,12.99995
12.92477,12.4252,14.08481
9.45586,13.81287,14.60967
8.69091,11.84333,16.03748
9.29903,14.33613,15.35955
9.53913,13.54518,12.54845
8.63997,16.64715,13.46141
9.37137,13.52713,13.73386
10.16624,15.99921,18.57659
11.11943,13.44418,13.29204
10.38813,15.57762,14.70124
8.81248,11.62909,13.82615
9.30416,14.34275,12.71937
8.98714,20.06269,15.42678
9.2872,13.14487,17.63427
10.57142,15.266,14.00542
8.19916,17.9399,12.78542
8.49266,15.53522,13.07329
11.02556,16.54893,17.14894
10.48217,11.86342,15.71041
8.30418,15.65676,13.48922
8.29517,13.16276,14.36963
11.35615,11.85571,13.88429
14.39133,12.68403,15.45107
9.69269,18.06926,18.01263
10.55617,13.81796,12.58804
9.84203,16.73111,14.8659
8.64121,14.79997,17.27328
10.63661,14.98218,12.56224
10.50777,13.37587,14.34742
10.91251,18.02681,12.54033
8.23745,13.21273,15.06993
8.91116,16.43521,12.31337
10.87934,13.09533,17.93086
9.97794,15.25223,17.15988
8.84636,15.04591,14.02468
10.17572,13.82915,15.32243
11.04559,11.87227,12.78377
9.59643,15.31588,14.7139
9.98179,12.86512,14.78111
12.03468,15.58589,13.73176
10.13267,13.00313,18.8924
10.64124,18.72984,13.50725
10.49835,13.49796,18.6638
12.13542,13.01236,13.92583
8.79797,15.79142,14.80776
11.33302,12.5072,13.38123
8.91053,14.74809,14.63003
13.60325,12.60978,13.1433
9.30927,17.87884,15.28808
9.77833,13.67454,14.3067
8.57103,15.09749,15.34388
9.78869,12.18621,12.89474
9.13888,14.74588,16.84057
9.15289,12.70143,13.77046
12.23573,11.94228,12.87129
27.02685,13.39273,13.66242
10.68098,12.19902,14.74359
9.95901,14.3224,16.84884
9.59993,11.85051,15.2578
15.98289,12.19478,15.31448
8.98795,16.17194,18.31113
12.60686,13.94432,16.93713
11.22474,12.26688,18.72289
9.08496,14.24393,12.90411
10.27597,16.36206,13.18749
13.56707,14.9656,18.4204
9.21933,19.0742,14.27559
14.35739,15.93329,13.93393
12.87054,15.97558,16.87353
8.91468,11.98633,16.04686
9.4169,12.24394,16.15872
9.84584,12.52548,13.93723
13.1718,14.38978,12.68412
14.88421,15.59459,17.04082
9.79881,11.99986,15.13522
11.34778,15.01497,12.73356
10.18676,14.2166,14.25836
9.32313,13.04084,17.69346
9.33508,16.05622,12.99064
9.25458,12.94836,14.65902
10.81572,12.99241,14.48978
9.12337,14.29539,14.13788
12.84191,15.76411,16.97764
9.42529,12.0951,27.15717
10.41922,12.23635,12.89373
11.20375,12.19718,14.86369
13.37455,13.81119,15.85274
10.17475,17.65595,15.15118
10.94375,13.39051,15.45458
9.03184,15.24827,13.04431
10.40741,16.30576,17.88924
11.79798,14.89688,15.72329
10.34863,14.00189,14.75731
9.50004,12.69178,12.98353
8.79313,13.06972,12.85234
8.96117,16.0743,15.35509
10.96191,13.37602,14.04182
10.89695,13.79714,12.74046
9.40161,11.97042,13.86849
9.29359,12.70855,14.5078
10.2645,13.40055,13.52411
9.57993,14.1868,13.58545
9.77669,12.8149,13.0129
8.91033,12.15056,14.02714
9.89399,15.90478,24.82767
12.73736,15.05122,15.40889
9.34434,13.08835,15.01688
15.31859,14.04719,14.1573
17.66836,15.34113,17.70415
9.25669,12.59653,12.83846
10.61351,13.26728,12.91958
10.89951,12.12844,13.18404
11.24634,12.03552,14.35792
13.17705,15.70169,12.87047
13.03237,14.27332,13.98517
9.57837,12.40612,13.58034
10.36499,13.0577,12.89348
9.66771,12.61378,14.09137
10.32857,11.99599,12.73308
13.65617,13.18127,16.51471
11.81005,12.55157,14.36894
12.9369,12.15087,14.68847
9.77951,15.93213,14.02652
8.94199,15.13963,14.68148
11.51205,16.11767,13.98951
9.61549,14.8709,17.69376
9.29764,25.35754,14.98905
10.79386,12.26401,14.58808
10.94825,14.12713,13.35971
14.58925,13.64199,14.27401
8.77238,17.12709,12.62667
9.91131,13.53155,15.28794
10.15373,12.19393,12.9426
11.67572,15.21719,15.58526
9.19376,11.9372,13.5802
10.73101,13.29955,18.33853
9.06556,13.9753,14.77009
15.29928,12.32792,12.98589
10.09823,15.68592,16.39213
9.86278,12.22227,14.55761
9.09113,12.92271,13.02084
11.13383,13.59743,13.19064
10.76899,14.06965,15.4504
8.86243,13.461,13.63618
8.24477,12.25236,17.01404
8.69042,12.52351,14.11217
10.66924,13.89061,19.42684
9.38378,15.62822,13.0502
9.89247,12.14876,13.0361
10.72379,14.12305,13.38758
15.50758,13.34442,22.12156
9.43151,15.99033,15.32998
10.28221,12.09553,13.14385
9.6705,13.73962,15.68133
10.27791,11.82967,17.23029
10.51485,14.93628,15.10708
12.72111,22.62679,14.07048
8.72849,12.30554,13.22659
9.05102,13.61719,15.90902
10.2466,13.39158,14.26086
9.63194,14.57399,14.44123
12.42357,16.52721,15.04698
9.91181,14.78372,13.01171
11.51452,14.20033,13.7114
9.43627,14.1957,13.03558
9.77814,12.35382,15.5577
9.93632,13.09095,14.13431
12.5047,18.84337,14.61259
9.48738,12.28759,26.27182
8.71983,13.38279,18.55178
8.99208,14.85691,13.30407
12.5689,18.80433,13.03163
9.74549,16.61965,15.0211
9.56687,13.31651,13.25647
10.36814,13.87833,13.30501
11.54466,17.12894,16.60082
9.65028,14.95144,13.38793
8.97688,12.38903,17.5947
10.62918,14.50419,12.82268
9.2348,13.96762,13.98597
8.68051,14.44942,15.39589
12.19902,12.93089,13.30445
9.41233,13.00937,18.57324
10.55261,14.85109,14.93778
8.85908,15.04008,12.79911
9.25832,13.29423,13.35794
13.44147,13.64541,13.99055
9.54973,14.21931,14.42701
10.34879,12.87749,13.84815
14.44964,12.8805,17.48581
13.62644,13.5678,20.6662
10.44164,17.36275,13.16358
10.46324,16.44195,13.87099
13.8918,13.92249,15.63142
8.8421,21.85994,13.71021
11.28486,12.13132,13.07845
10.61035,14.86933,13.15662
10.64853,21.59962,13.69174
9.87945,18.22354,13.46529
9.99915,13.09314,14.33359
12.01466,12.19924,13.1459
9.02246,12.70416,14.60976
10.66281,13.02735,14.52847
9.32009,20.05498,14.51101
8.92262,13.21707,13.01144
11.75877,14.43677,15.01124
10.34624,12.83384,13.72628
10.18461,14.11619,13.08531
10.41863,17.92165,15.57316
8.86437,14.75696,13.78771
9.1509,13.69867,15.76595
12.81269,14.90402,15.15898
9.47453,14.25275,14.57383
9.44878,12.83883,13.39358
14.96807,15.01379,13.17576
14.08946,17.74115,17.88649
9.74905,15.73668,17.74485
11.0883,12.21061,13.44815
9.18727,14.18296,17.73159
9.24615,12.41886,13.20344
10.28622,12.30494,14.2679
8.94412,12.41457,17.566
8.5998,14.38569,13.63404
10.09071,15.20949,13.45922
9.30559,12.53186,12.7795
9.57008,12.20527,14.9461
10.86973,14.35105,17.84329
10.12773,15.2153,13.67537
9.13082,12.75908,13.36335
9.59473,14.94876,15.4993
9.00803,15.00834,12.93169
13.48277,12.20618,14.32336
9.90044,14.29491,13.68121
10.28362,13.56478,15.25038
9.75191,13.60194,14.95543
11.59205,12.91817,15.85559
9.18883,21.62328,13.69469
16.29794,12.94971,12.92069
9.21684,14.87297,13.38717
15.52411,12.55001,13.15495
8.96085,14.94743,14.24157
9.37382,12.69078,17.79649
10.205,13.68314,18.41351
9.334,13.82014,15.91715
8.96859,18.15968,13.96757
14.06223,18.62029,18.48267
10.30861,15.12333,13.96208
10.43029,13.3431,23.19335
9.08013,14.69735,15.83794
10.40388,14.33553,20.04214
10.06012,14.1576,14.91861
13.69147,15.40589,15.25945
9.61852,13.78285,16.95212
9.43376,14.21964,18.41813
