1024B,128B,12B
19.39965,19.97813,10.37966
24.4154,24.98897,15.44436
29.4167,14.98981,20.40027
19.4239,20.0026,10.38691
24.43142,25.01551,15.47731
29.45106,15.02425,20.43258
19.44384,20.02915,10.42753
24.45466,25.04005,15.49178
29.456,15.04083,20.45027
19.46704,20.05558,10.43789
24.46472,25.0665,15.52935
29.4923,15.07318,20.48357
19.48305,20.08613,10.48335
35.45639,25.09293,15.54485
29.50031,15.09177,20.4982
19.50624,20.10867,10.48875
28.41161,25.11741,15.5767
29.51541,15.12421,20.53849
19.52302,20.13711,10.53245
24.52448,25.14187,15.59505
29.53698,15.14271,20.54905
19.53683,20.15555,10.53974
24.55274,25.16845,15.63187
29.55991,15.17529,20.58536
19.56023,20.18407,10.58429
24.56878,25.19294,15.64301
29.5791,15.19372,20.60487
19.59986,20.20653,10.59461
25.25481,25.2194,15.68076
33.49037,15.8601,20.63624
19.61487,20.23112,10.63617
28.50801,25.24391,15.69946
40.54827,15.2447,20.65397
19.6315,20.25756,10.64159
28.5305,25.2704,15.73171
29.65233,15.27716,20.6872
19.652,20.28206,10.68922
25.3164,25.29682,15.74614
29.66189,15.29371,20.70183
23.56259,20.30853,10.69245
24.67797,25.32137,15.79484
29.68616,15.32814,20.73426
19.68557,20.33504,10.73341
24.68912,25.34584,15.7973
29.70214,15.34673,20.77815
19.70605,20.36146,10.74738
24.70805,25.37234,15.84128
29.7254,15.37918,20.79228
25.82933,20.38594,10.7933
24.72714,25.39683,15.84596
35.85891,15.39766,20.81193
19.75454,20.41052,10.80849
24.75926,25.42336,15.8899
29.77341,15.4301,20.83998
19.76878,20.435,10.84806
24.7681,25.44782,15.8949
29.77834,30.44868,20.8586
19.78573,20.46944,10.85329
24.7862,25.46633,15.93823
29.79522,15.47713,20.88719
19.80904,20.48197,10.89449
24.80128,25.50279,15.94573
29.82252,15.50362,20.9193
19.82494,20.51647,10.91751
25.49252,25.52128,15.98945
29.84219,15.52802,20.9386
23.72909,20.53294,10.9508
24.85814,40.55584,15.99996
33.75691,15.55065,20.96476
20.51576,20.56341,10.9561
24.86706,25.57636,16.04658
29.88329,15.58308,20.99253
19.89841,20.58792,11.00479
