1024B,128B,12B
16.74164,13.70394,12.07345
18.21143,11.34898,16.06584
19.04486,14.79504,12.24777
16.77972,12.45216,18.49941
25.17909,11.18575,11.99458
19.00591,14.75468,15.85035
16.73606,13.71106,12.22634
18.21233,11.3563,14.79784
22.65148,14.85581,14.81221
16.69103,12.46191,12.42332
18.19411,11.20575,14.91243
19.05359,14.76203,13.21149
16.73186,30.8089,12.23423
18.22547,14.05138,14.89713
19.04242,11.06606,13.17769
16.72778,16.01664,12.32876
18.20585,11.18938,19.59261
24.97581,14.76596,13.18449
16.71781,13.73947,12.22917
18.22291,11.38483,14.81519
19.05814,14.82798,13.19932
16.75537,12.47936,12.33024
18.23258,11.21837,14.94382
30.30311,14.78484,13.19129
16.00385,13.73774,12.24628
18.13102,32.86203,14.92036
19.03404,11.14149,13.20023
16.71693,15.75221,12.33081
18.21018,11.18548,14.95135
19.04388,14.80709,13.63233
28.40736,13.73877,12.30105
21.94603,11.45069,14.932
